"tBodyAcc.mean...X","tBodyAcc.mean...Y","tBodyAcc.mean...Z","tBodyAcc.std...X","tBodyAcc.std...Y","tBodyAcc.std...Z","activity","Type"
0.28056095,-0.011424653,-0.15619795,-0.2739845,0.25843788,-0.22578754,"WALKING","Train"
0.27623973,-0.029638413,-0.14261631,-0.22657692,0.16428792,-0.12254496,"WALKING","Train"
0.28772456,-0.038921811,-0.12101893,-0.34519934,0.065631103,-0.37491204,"WALKING","Train"
0.32746543,-0.03566696,-0.18182373,-0.36722034,0.034414774,-0.19402335,"WALKING","Train"
0.30159413,-0.044653002,-0.081513949,-0.17845378,0.24283356,-0.14486824,"WALKING","Train"
0.15618659,-0.049614593,-0.11290104,-0.29692418,0.17556848,-0.25404159,"WALKING","Train"
0.29644415,0.014086002,-0.010259465,-0.33430802,0.084803856,-0.26422618,"WALKING","Train"
0.39824941,0.027317684,-0.062956416,-0.28590377,0.16232262,-0.21103155,"WALKING","Train"
0.32858963,-0.023303338,-0.081835606,-0.26935316,0.26706359,-0.24431484,"WALKING","Train"
0.24003888,-0.017441822,-0.085922906,-0.2719562,0.16648261,-0.30453569,"WALKING","Train"
0.2784596,-0.023397895,-0.13045484,-0.27710217,0.12280051,-0.31427242,"WALKING","Train"
0.30804575,-0.023300458,-0.07970154,-0.19869979,0.13432199,-0.17723723,"WALKING","Train"
0.36888214,-0.02332779,-0.12545936,-0.30800677,-0.073204943,-0.37415269,"WALKING","Train"
0.25486723,0.0038147234,-0.12365809,-0.27515786,0.013079871,-0.28437131,"WALKING","Train"
0.34337048,-0.014446221,-0.16737697,-0.22992354,0.17391077,-0.21338751,"WALKING","Train"
0.30830537,-0.019882845,-0.16044667,-0.4390001,0.0033127826,-0.20853766,"WALKING","Train"
0.25546822,0.021219063,-0.048949431,-0.22453699,0.022312942,-0.11319624,"WALKING","Train"
0.32113983,0.0015817951,-0.043553705,-0.23395567,0.034774517,-0.16193047,"WALKING","Train"
0.2346659,-0.049547719,-0.11175723,-0.24708664,0.055164926,-0.20856333,"WALKING","Train"
0.22172674,-0.02437697,-0.075076407,-0.11171737,0.11113028,-0.22183256,"WALKING","Train"
0.2769154,-0.03548621,-0.080569176,-0.26294183,0.11127781,-0.21270027,"WALKING","Train"
0.20530739,-0.0085082782,-0.11964696,-0.2607049,0.027917204,-0.2265457,"WALKING","Train"
0.35878664,-0.016954505,-0.15477656,-0.2514616,0.27005499,-0.18501917,"WALKING","Train"
0.27324282,0.0060649186,-0.088320786,-0.39408486,0.04395901,-0.28070637,"WALKING","Train"
0.28151325,-0.040800898,-0.13467496,-0.20097415,0.13235411,-0.22023423,"WALKING","Train"
0.30388542,0.0027680377,-0.038613087,-0.16865626,0.19033573,-0.1404726,"WALKING","Train"
0.3541929,-0.012560935,-0.058680943,-0.20842457,0.23479071,-0.15926287,"WALKING","Train"
0.33614928,-0.023240895,-0.17409769,-0.54884909,-0.24749624,-0.4477226,"WALKING","Train"
0.34063254,-0.05490863,-0.17853462,-0.2526576,0.058013828,-0.36860178,"WALKING","Train"
0.24795242,-0.025486891,-0.11879132,-0.42451869,-0.11387217,-0.47409884,"WALKING","Train"
0.28703017,-0.02723993,-0.11750002,-0.31223717,0.12700096,-0.2522831,"WALKING","Train"
0.27851827,-0.019819862,-0.11280559,-0.42950763,-0.11857367,-0.37158625,"WALKING","Train"
0.28431748,-0.027205815,-0.21230304,-0.18344442,0.14107588,-0.22568941,"WALKING","Train"
0.29272439,-0.0021398385,-0.14034852,-0.25253682,0.041978126,-0.27523889,"WALKING","Train"
0.23285893,0.0060932862,-0.10962065,-0.33592545,0.0095717473,-0.33207839,"WALKING","Train"
0.29453204,-0.02786412,-0.081474665,-0.37840173,-0.05473626,-0.41670574,"WALKING","Train"
0.26703075,-0.016815551,-0.086034479,-0.38199465,-0.13979056,-0.42401574,"WALKING","Train"
0.2374203,-0.032180843,-0.10108536,-0.31433431,-0.1097653,-0.36223296,"WALKING","Train"
0.22442754,-0.031464353,-0.12726298,-0.39294444,-0.020678437,-0.26338558,"WALKING","Train"
0.24745185,-0.0054215092,-0.10959878,-0.39738762,-0.14434032,-0.37197274,"WALKING","Train"
0.25841772,-0.018317884,-0.13899403,-0.42381627,-0.16514783,-0.41008532,"WALKING","Train"
0.28972747,0.01534272,-0.11667518,-0.36879989,-0.083343414,-0.26334666,"WALKING","Train"
0.293718,0.0054011672,-0.094846491,-0.35979881,-0.069840761,-0.35289195,"WALKING","Train"
0.29286452,-0.040265291,-0.15077284,-0.25015985,0.18840369,-0.26921057,"WALKING","Train"
0.23841102,-0.023196389,-0.11255181,-0.31993668,0.027333313,-0.18198057,"WALKING","Train"
0.25499622,-0.054201115,-0.15021167,-0.63980361,-0.25830983,-0.43803436,"WALKING","Train"
0.21856391,-0.009333407,-0.083282963,-0.55891934,-0.2464792,-0.48529921,"WALKING","Train"
0.26484622,0.0065977921,-0.11285587,-0.4571696,0.0019006639,-0.42838236,"WALKING","Train"
0.2895603,-0.031446345,-0.11074412,-0.37715119,-0.03838621,-0.3465374,"WALKING","Train"
0.25242505,0.0062773455,-0.12518006,-0.2372253,0.22348838,-0.22901343,"WALKING","Train"
0.30699599,-0.01378698,-0.18016197,-0.23902985,0.072865343,-0.24720444,"WALKING","Train"
0.26682128,-0.018607495,-0.1298046,-0.33237483,0.18823401,-0.32867865,"WALKING","Train"
0.28656754,0.020619282,-0.092535898,-0.35839925,0.18479877,-0.36006365,"WALKING","Train"
0.28144069,0.022608484,-0.005444201,-0.34252464,-0.080140599,-0.41949257,"WALKING","Train"
0.27052,-0.016289773,-0.10293667,-0.33908433,0.092647463,-0.31971163,"WALKING","Train"
0.31035963,-0.054635143,-0.13912115,-0.29919627,0.13141489,-0.31102445,"WALKING","Train"
0.24546849,-0.050384644,-0.11059426,-0.29758875,0.0071145837,-0.43040721,"WALKING","Train"
0.20231704,-0.035684596,-0.11827706,-0.34447935,-0.068722885,-0.4196056,"WALKING","Train"
0.23177399,0.0049371571,-0.11435794,-0.37136563,-0.014434898,-0.44600462,"WALKING","Train"
0.2736521,0.0051452093,-0.1154417,-0.40807585,0.061824991,-0.46385953,"WALKING","Train"
0.27287741,-0.033118448,-0.086875067,-0.41689754,-0.080907271,-0.3690575,"WALKING","Train"
0.31263404,-0.026367749,-0.13095121,-0.3530986,-0.01738215,-0.1278076,"WALKING","Train"
0.23003885,-0.022024777,-0.097875785,-0.32457504,0.051074897,-0.37396061,"WALKING","Train"
0.27194632,0.0038772773,-0.053688526,-0.31490797,0.074906345,-0.33522049,"WALKING","Train"
0.28618516,0.00078622212,-0.14347148,-0.32635456,0.015934321,-0.32708994,"WALKING","Train"
0.34625374,-0.018934595,-0.071284752,-0.35249848,-0.004831567,-0.33148377,"WALKING","Train"
0.32599307,-0.016638474,-0.05512912,-0.30868231,0.070430284,-0.35990198,"WALKING","Train"
0.22009445,-0.021543101,-0.15073743,-0.28176717,0.19933832,-0.31132134,"WALKING","Train"
0.29658487,-0.0031571521,-0.13154315,-0.49560707,-0.21113597,-0.47379734,"WALKING","Train"
0.23948442,-0.017132916,-0.12317001,-0.35064883,0.16141265,-0.30091302,"WALKING","Train"
0.33216933,-0.034585828,-0.15926922,-0.29396729,0.18968054,-0.22527463,"WALKING","Train"
0.28051914,-0.018843872,-0.21913175,-0.30515844,0.013337442,-0.31013735,"WALKING","Train"
0.34708066,-0.037003662,-0.1313715,-0.26686437,0.19113155,-0.29269185,"WALKING","Train"
0.33117237,-0.028691115,-0.10839138,-0.21781204,0.20800249,-0.28776029,"WALKING","Train"
0.1902231,-0.038897051,-0.09869604,-0.33110714,0.044813142,-0.3538676,"WALKING","Train"
0.3490591,-0.022003784,-0.15005217,-0.30312548,0.15260681,-0.17429778,"WALKING","Train"
0.28375642,-0.025635447,-0.12219085,-0.30994762,0.18795735,-0.31514367,"WALKING","Train"
0.34859482,-0.0092913878,-0.048420161,-0.29625224,0.18386365,-0.34128475,"WALKING","Train"
0.23965834,-0.021141409,-0.072926017,-0.31352629,-0.079865315,-0.32809034,"WALKING","Train"
0.21453672,-0.032810366,-0.1237505,-0.31414012,0.16878457,-0.3145,"WALKING","Train"
0.29668098,-0.04271512,-0.10477623,-0.23072671,0.20955781,-0.26290057,"WALKING","Train"
0.23995826,-0.0097107196,-0.12197022,-0.37078412,-0.072025636,-0.30167375,"WALKING","Train"
0.27305549,-0.018221127,-0.12811291,-0.33635511,0.10671783,-0.31968811,"WALKING","Train"
0.23887121,0.0076402593,-0.1059361,-0.19725721,0.14511247,-0.27211877,"WALKING","Train"
0.29966975,0.01773035,-0.10341476,-0.46670338,0.0020757178,-0.38324488,"WALKING","Train"
0.28562929,-0.033009184,-0.12127097,-0.23330104,0.17256407,-0.21267648,"WALKING","Train"
0.27631796,-0.0012859649,-0.14715666,-0.39858581,-0.12876599,-0.37720013,"WALKING","Train"
0.26468173,-0.0085919266,-0.10297373,-0.36323752,0.036867249,-0.24415899,"WALKING","Train"
0.25584075,-0.064550029,-0.095186339,-0.22920689,0.016506077,-0.26031088,"WALKING","Train"
0.22349818,-0.0047644234,-0.05482505,-0.29879787,-0.11590104,-0.31780545,"WALKING","Train"
0.28111697,0.0073702798,-0.12225809,-0.38576737,0.086354768,-0.30140401,"WALKING","Train"
0.28202157,-0.037696218,-0.1348973,-0.32828019,-0.13715339,-0.18908594,"WALKING","Train"
0.27072544,-0.011880203,-0.08906095,-0.37183144,-0.14990416,-0.36871959,"WALKING","Train"
0.29542323,0.0030962138,-0.12756327,-0.4028771,0.092371244,-0.334305,"WALKING","Train"
0.22003494,-0.0078731854,-0.10586088,-0.32585087,0.069516573,-0.33598457,"WALKING","Train"
0.22667958,-0.036078863,-0.13872566,-0.37645875,0.084023999,-0.30097474,"WALKING","Train"
0.2408087,-0.00050888361,-0.095617951,-0.23763498,0.15699169,-0.27673339,"WALKING","Train"
0.29672786,-0.0079559289,-0.12024131,-0.28354284,0.058916836,-0.30836856,"WALKING","Train"
0.21448125,0.0099387454,-0.123073,-0.20551618,0.1060062,-0.21092443,"WALKING","Train"
0.36562924,-0.020382593,-0.089326453,-0.18660819,0.19409125,-0.2567271,"WALKING","Train"
0.25012584,-0.02268563,-0.064799659,-0.44418133,-0.0022360513,-0.29624361,"WALKING","Train"
0.22229785,-0.018659683,-0.11718642,-0.22054434,0.16981657,-0.21230566,"WALKING","Train"
0.32551283,-0.030425049,-0.090442602,-0.32426515,0.18394759,-0.33298202,"WALKING","Train"
0.28384717,-0.0030528987,-0.12795043,-0.33090335,0.17223651,-0.32623559,"WALKING","Train"
0.27330795,-0.042960517,-0.11741912,-0.19571727,0.22052185,-0.26013583,"WALKING","Train"
0.32731657,-0.022255821,-0.1491439,-0.24864532,0.13322913,-0.17954697,"WALKING","Train"
0.28541537,0.016833852,-0.10688354,-0.32400881,0.12961937,-0.012624312,"WALKING_UPSTAIRS","Train"
0.31672153,-0.023908255,-0.1107584,-0.42147434,-0.0054979851,-0.017909026,"WALKING_UPSTAIRS","Train"
0.34402821,-0.035875128,-0.094238465,-0.39707126,0.1676057,-0.045335084,"WALKING_UPSTAIRS","Train"
0.33299252,-0.030312276,-0.11360054,-0.42752783,-0.12121388,-0.090093246,"WALKING_UPSTAIRS","Train"
0.27278629,-0.034461224,-0.12698147,-0.35126893,-0.08365077,0.039705168,"WALKING_UPSTAIRS","Train"
0.26760132,-0.032814137,-0.1130729,-0.29075078,0.02822813,-0.011504239,"WALKING_UPSTAIRS","Train"
0.26034404,-0.03367069,-0.12730182,-0.43384531,-0.2376815,-0.073172704,"WALKING_UPSTAIRS","Train"
0.22969556,-0.05216571,-0.11179085,-0.34368292,-0.17038844,-0.051609335,"WALKING_UPSTAIRS","Train"
0.27425493,-0.028953751,-0.15558324,-0.39644844,-0.096768344,-0.038192465,"WALKING_UPSTAIRS","Train"
0.25960382,-0.018097161,-0.11447381,-0.35222794,0.048864663,-0.078109362,"WALKING_UPSTAIRS","Train"
0.17331223,-0.10352888,-0.24207289,-0.31355264,0.063103226,-0.29401199,"WALKING_UPSTAIRS","Train"
0.22622757,-0.053718943,-0.11252061,-0.35092567,-0.0092982343,0.0077882978,"WALKING_UPSTAIRS","Train"
0.26439312,0.0091204488,-0.10478296,-0.34798021,0.14039597,0.011393719,"WALKING_UPSTAIRS","Train"
0.34408292,-0.019665159,-0.14195199,-0.36118484,0.019695865,-0.10072484,"WALKING_UPSTAIRS","Train"
0.29569289,-0.017291,-0.099927816,-0.35712019,0.04116528,-0.091122383,"WALKING_UPSTAIRS","Train"
0.23033751,-0.021806697,-0.11877561,-0.36143839,-0.14781189,-0.022630007,"WALKING_UPSTAIRS","Train"
0.24748304,0.00056547901,-0.07518192,-0.27154102,0.041668432,-0.090538224,"WALKING_UPSTAIRS","Train"
0.21800676,-0.074887013,-0.052703157,-0.23076185,0.026464865,0.083795658,"WALKING_UPSTAIRS","Train"
0.32002946,-0.022273059,-0.087360494,-0.43866493,-0.1582512,-0.47340607,"WALKING_UPSTAIRS","Train"
0.27918273,-0.036965677,-0.13360426,-0.35903189,-0.12411225,-0.10286776,"WALKING_UPSTAIRS","Train"
0.27771111,-0.0089315038,-0.081181352,-0.45755795,-0.20956424,0.007230816,"WALKING_UPSTAIRS","Train"
0.24404031,-0.030303589,-0.11363494,-0.30974265,0.13725268,-0.022657787,"WALKING_UPSTAIRS","Train"
0.17984498,0.00037919422,-0.11352439,-0.40945186,-0.12497601,-0.3960231,"WALKING_UPSTAIRS","Train"
0.35930724,-0.037890725,-0.14053428,-0.38594961,-0.13441368,-0.45406162,"WALKING_UPSTAIRS","Train"
0.37052032,-0.008881052,-0.15190137,-0.44266976,0.12090121,0.057691449,"WALKING_UPSTAIRS","Train"
0.30116241,-0.0017592965,-0.10683037,-0.36266589,0.0012200422,-0.11153777,"WALKING_UPSTAIRS","Train"
0.23124563,-0.0072225043,-0.034995546,-0.47091075,0.011840328,-0.055521071,"WALKING_UPSTAIRS","Train"
0.18944069,-0.0027834942,-0.065808412,-0.35832594,0.090007086,-0.010481305,"WALKING_UPSTAIRS","Train"
0.30968525,-0.026232277,-0.062244884,-0.31833271,0.03717503,-0.066831254,"WALKING_UPSTAIRS","Train"
0.2739514,-0.02879277,-0.011273408,-0.40008864,0.2194786,-0.4038993,"WALKING_UPSTAIRS","Train"
0.2795809,-0.029329514,-0.13687861,-0.26821263,-0.0077412973,0.075540628,"WALKING_UPSTAIRS","Train"
0.28068106,-0.0047294571,-0.12071994,-0.32106292,-0.022247285,0.014183776,"WALKING_UPSTAIRS","Train"
0.18360372,-0.076558729,-0.0469561,-0.36751584,-0.099160728,0.020546431,"WALKING_UPSTAIRS","Train"
0.40464083,-0.014041612,-0.051365573,-0.46490914,-0.22670495,-0.53297738,"WALKING_UPSTAIRS","Train"
0.3259736,-0.011531985,-0.08532991,-0.41495731,-0.1377152,-0.44752978,"WALKING_UPSTAIRS","Train"
0.29942617,-0.010201837,-0.11816594,-0.37005693,0.14772068,0.0058372054,"WALKING_UPSTAIRS","Train"
0.21803742,-0.014925637,-0.091867688,-0.38980728,-0.16655681,-0.46987246,"WALKING_UPSTAIRS","Train"
0.20297773,0.0074192704,-0.09300039,-0.40005022,0.1240575,-0.11489283,"WALKING_UPSTAIRS","Train"
0.16085356,-0.067771871,-0.048164595,-0.34684302,-0.019299141,-0.077876979,"WALKING_UPSTAIRS","Train"
0.25244236,-0.015507321,-0.070093738,-0.27990531,0.11832364,-0.0016726622,"WALKING_UPSTAIRS","Train"
0.19737448,-0.023080695,-0.10202009,-0.36489253,0.0048352899,-0.055331312,"WALKING_UPSTAIRS","Train"
0.25025528,0.0077234474,-0.058462756,-0.38835593,-0.029383066,0.054298832,"WALKING_UPSTAIRS","Train"
0.058825669,-0.1086128,-0.076527896,-0.46700175,-0.13779586,-0.41498046,"WALKING_UPSTAIRS","Train"
0.25745284,-0.04335044,-0.11694851,-0.29193415,0.043031668,0.06003576,"WALKING_UPSTAIRS","Train"
0.21824853,-0.033435546,-0.11611135,-0.43347147,-0.11766829,-0.42793375,"WALKING_UPSTAIRS","Train"
0.29341097,-0.018714518,-0.066159078,-0.36815735,0.09566293,-0.019262368,"WALKING_UPSTAIRS","Train"
0.17993953,-0.06017359,-0.017653749,-0.32150106,-0.031978323,0.025549108,"WALKING_UPSTAIRS","Train"
0.22588802,-0.021954576,-0.1080066,-0.3732994,-0.050919135,0.0040737059,"WALKING_UPSTAIRS","Train"
0.27147742,-0.030746091,-0.15623238,-0.34169859,-0.15299856,0.021435303,"WALKING_UPSTAIRS","Train"
0.26248578,-0.029029148,-0.088647354,-0.35728131,0.12918764,-0.30100373,"WALKING_UPSTAIRS","Train"
0.2303099,0.0021737117,-0.043103131,-0.33525447,-0.020443574,0.03120999,"WALKING_UPSTAIRS","Train"
0.29261951,-0.013621795,-0.092397696,-0.28356228,0.22950106,-0.02729767,"WALKING_UPSTAIRS","Train"
0.26001212,-0.030019182,-0.10970412,-0.2988334,-0.012421462,0.0076330751,"WALKING_UPSTAIRS","Train"
0.21524532,-0.032628002,-0.11896558,-0.40674365,-0.06891508,0.025753713,"WALKING_UPSTAIRS","Train"
0.28930934,-0.039572283,-0.12029202,-0.33335296,0.053256497,-0.035072073,"WALKING_UPSTAIRS","Train"
0.32955346,-0.045809874,-0.068692746,-0.34616447,-0.088366342,0.061060465,"WALKING_UPSTAIRS","Train"
0.35614452,0.0033888051,-0.14063527,-0.40551511,-0.17319496,-0.32112649,"WALKING_UPSTAIRS","Train"
0.21462352,-0.026791078,-0.10251064,-0.36894883,0.072591879,-0.011131482,"WALKING_UPSTAIRS","Train"
0.27386865,-0.011459277,-0.1538041,-0.37518863,0.015384127,-0.0047366779,"WALKING_UPSTAIRS","Train"
0.2732136,-0.012546631,-0.12786494,-0.4461546,0.0095902307,-0.03125736,"WALKING_UPSTAIRS","Train"
0.23145946,-0.013340312,-0.092367982,-0.316791,-0.11425996,-0.07121696,"WALKING_UPSTAIRS","Train"
0.18359029,-0.020857894,-0.052463899,-0.4117737,0.059014639,-0.035968252,"WALKING_UPSTAIRS","Train"
0.23826921,0.00012396818,-0.093751617,-0.33425483,-0.050864743,-0.021822318,"WALKING_UPSTAIRS","Train"
0.14085877,-0.068261729,-0.072115723,-0.23449858,-0.079448995,-0.03366354,"WALKING_UPSTAIRS","Train"
0.15851651,0.0042561454,-0.018779209,-0.40602178,-0.083613613,-0.012498101,"WALKING_UPSTAIRS","Train"
0.35845532,0.017975385,-0.084159118,-0.17198789,-0.18833245,-0.39955531,"WALKING_DOWNSTAIRS","Train"
0.29995717,0.014082123,-0.082310404,0.069268419,0.057800324,-0.23505028,"WALKING_DOWNSTAIRS","Train"
0.33584724,0.011445562,-0.080037372,0.0066364545,-0.27134207,-0.12975529,"WALKING_DOWNSTAIRS","Train"
0.27395574,-0.022899292,-0.12725614,-0.1333824,0.13226521,-0.3361737,"WALKING_DOWNSTAIRS","Train"
0.18594631,-0.011803726,-0.036139711,-0.0080676017,-0.09522339,-0.11369029,"WALKING_DOWNSTAIRS","Train"
0.43503687,-0.0065917495,-0.082909932,0.078451291,-0.098710248,-0.26404564,"WALKING_DOWNSTAIRS","Train"
0.28155172,-0.016110289,-0.14009252,-0.094665347,-0.007347987,-0.34749167,"WALKING_DOWNSTAIRS","Train"
0.16496565,-0.012368938,-0.2205622,-0.039304605,0.058972318,-0.46622148,"WALKING_DOWNSTAIRS","Train"
0.27763311,-0.03726758,-0.10002093,-0.021760423,-0.032132086,-0.19655791,"WALKING_DOWNSTAIRS","Train"
0.1954509,-0.0087076916,-0.10560986,-0.10314719,-0.18798116,-0.48696159,"WALKING_DOWNSTAIRS","Train"
0.3139389,-0.028131107,-0.1535226,-0.045620942,0.063968128,-0.24882181,"WALKING_DOWNSTAIRS","Train"
0.30171512,-0.0070493914,-0.093681451,-0.040142869,-0.14142127,-0.32583132,"WALKING_DOWNSTAIRS","Train"
0.2038278,-0.0001716803,-0.083073081,0.017821599,0.042601791,-0.15828351,"WALKING_DOWNSTAIRS","Train"
0.26537379,-0.017156211,-0.13877347,0.12036221,0.083343662,-0.22198362,"WALKING_DOWNSTAIRS","Train"
0.20714979,-0.0034351025,-0.14330782,-0.011734025,-0.26185695,-0.19676744,"WALKING_DOWNSTAIRS","Train"
0.28134949,-0.0007098312,-0.0086999005,0.1466405,-0.15760804,-0.24012018,"WALKING_DOWNSTAIRS","Train"
0.40209809,-0.040365788,-0.072894129,0.10621877,0.09549215,-0.16651317,"WALKING_DOWNSTAIRS","Train"
0.21070047,-0.005968762,-0.1095915,-0.064215283,-0.20213904,-0.32766382,"WALKING_DOWNSTAIRS","Train"
0.41024452,-0.0079768275,-0.1694751,0.043013494,0.30920272,-0.21783679,"WALKING_DOWNSTAIRS","Train"
0.34355324,-0.024165905,-0.017703843,0.062287515,0.15837942,-0.30101279,"WALKING_DOWNSTAIRS","Train"
0.44562097,-0.011902709,-0.15116909,0.11820941,-0.051036543,-0.14692209,"WALKING_DOWNSTAIRS","Train"
0.1669136,-0.03373288,-0.13334869,0.052910086,0.26572452,-0.21271262,"WALKING_DOWNSTAIRS","Train"
0.3444907,0.021733464,-0.20394047,-0.055044996,-0.27106066,-0.32702891,"WALKING_DOWNSTAIRS","Train"
0.4699458,-0.033624109,-0.1412542,0.11546276,0.019113399,-0.03447136,"WALKING_DOWNSTAIRS","Train"
0.1686636,0.052146924,-0.082792774,-0.093625911,0.13379801,-0.35783722,"WALKING_DOWNSTAIRS","Train"
0.2860648,0.016799817,-0.16313273,0.030550912,-0.19581464,-0.21811161,"WALKING_DOWNSTAIRS","Train"
0.21537091,-0.045299636,-0.10234205,-0.11294275,0.14702144,-0.26199646,"WALKING_DOWNSTAIRS","Train"
0.35382353,-0.024879552,-0.086384343,0.19370605,-0.074865049,-0.13331885,"WALKING_DOWNSTAIRS","Train"
0.27705363,-0.025718815,-0.23881834,0.38913452,0.45906449,-0.16586703,"WALKING_DOWNSTAIRS","Train"
0.26688016,-0.0023073023,-0.063727153,-0.049966361,-0.24740345,-0.25858891,"WALKING_DOWNSTAIRS","Train"
0.19239073,0.015226187,-0.16339996,0.10612827,-0.10736427,-0.2458083,"WALKING_DOWNSTAIRS","Train"
0.36248249,-0.0035526939,-0.18104462,0.24954917,-0.21185711,-0.16926229,"WALKING_DOWNSTAIRS","Train"
0.20876832,0.030679246,0.037288816,0.21587644,0.09203179,-0.29645563,"WALKING_DOWNSTAIRS","Train"
0.25994947,-0.022679831,-0.10227613,-0.0057662148,0.092542018,-0.2539217,"WALKING_DOWNSTAIRS","Train"
0.23528441,-0.014570467,-0.20841776,0.099089605,0.3007347,-0.2064967,"WALKING_DOWNSTAIRS","Train"
0.40796171,-0.035302397,-0.12883223,-0.022782299,0.13116075,-0.22763156,"WALKING_DOWNSTAIRS","Train"
0.3581001,-0.072325023,-0.10349534,0.23308714,0.24376997,-0.33187565,"WALKING_DOWNSTAIRS","Train"
0.35619073,-0.051817875,-0.15934525,0.037342853,0.04661114,-0.10408937,"WALKING_DOWNSTAIRS","Train"
0.23179921,-0.0075220252,-0.055801013,0.063689044,-0.017154892,-0.23035782,"WALKING_DOWNSTAIRS","Train"
0.25170106,0.0035481818,-0.052847095,-0.22203471,-0.20711936,-0.41034806,"WALKING_DOWNSTAIRS","Train"
0.32805345,-0.063723457,-0.14756405,0.12747722,0.27081407,-0.088206823,"WALKING_DOWNSTAIRS","Train"
0.28521305,-0.020202459,-0.011024206,0.12298877,0.08194572,0.049997153,"WALKING_DOWNSTAIRS","Train"
0.29010859,0.032174046,-0.048561434,0.19366618,-0.1310275,-0.21649927,"WALKING_DOWNSTAIRS","Train"
0.26097364,0.0051912105,-0.14623831,8.4312071e-05,-0.17092973,-0.309355,"WALKING_DOWNSTAIRS","Train"
0.26749864,-0.018319479,-0.16901282,-0.041248287,-0.13421251,-0.31053548,"WALKING_DOWNSTAIRS","Train"
0.29724979,-0.042621318,-0.1410546,-0.023721581,0.046509012,-0.2925929,"WALKING_DOWNSTAIRS","Train"
0.29480972,0.0090315446,-0.069136514,0.27909492,0.42939655,-0.062816826,"WALKING_DOWNSTAIRS","Train"
0.15439416,0.0016045166,-0.010548619,-0.023648539,-0.19748806,-0.29180071,"WALKING_DOWNSTAIRS","Train"
0.22966134,0.026781905,-0.18932387,0.021919427,-0.16368866,-0.22151114,"WALKING_DOWNSTAIRS","Train"
0.40137358,-0.057840219,-0.0028824215,-0.28263842,-0.081178636,-0.46870791,"WALKING_DOWNSTAIRS","Train"
0.20535149,-0.0038073578,-0.032628831,0.019304723,-0.22962531,-0.30764605,"WALKING_DOWNSTAIRS","Train"
0.22259283,-0.02449569,-0.15388612,-0.072577201,0.034805649,-0.22878613,"WALKING_DOWNSTAIRS","Train"
0.35119884,0.021866728,-0.1494262,0.076174685,-0.10048684,-0.29808742,"WALKING_DOWNSTAIRS","Train"
0.17659603,-0.022868866,-0.1079376,0.14695714,0.17319545,-0.28780461,"WALKING_DOWNSTAIRS","Train"
0.31277629,-0.050409373,-0.043028643,0.026284824,0.16827786,-0.18619953,"WALKING_DOWNSTAIRS","Train"
0.43396328,-0.013693566,-0.055880867,0.28818319,0.41733061,-0.28140454,"WALKING_DOWNSTAIRS","Train"
0.42595606,0.02456,-0.15095947,0.099239639,-0.038196632,-0.27249905,"WALKING_DOWNSTAIRS","Train"
0.38648994,-0.046074048,-0.11996797,-0.10078567,-0.20314847,-0.46610568,"WALKING_DOWNSTAIRS","Train"
0.36480638,-0.00010105371,-0.11660425,0.030793048,0.080244888,-0.28704822,"WALKING_DOWNSTAIRS","Train"
